timeStamp,styleid,name,rating,reviewCount,priceNow,priceWas,size,inventory
2016-04-14T11:20:10.018,570172455,EMBELLISHED CRISS-CROSS SANDALS,NA,0,107.80,NA,10,20+
2016-04-14T11:20:10.018,570172455,EMBELLISHED CRISS-CROSS SANDALS,NA,0,107.80,NA,11,9
2016-04-14T11:20:10.018,570167216,AVIATOR SUNGLASSES,4,1,41.80,NA,NA,20+
2016-04-14T11:20:10.018,570178643,CONVERTIBLE JET BEAD MULTI-ROW NECKLACE,NA,0,55.00,NA,NA,20+
2016-04-14T11:20:10.018,570178612,HAMMERED FRIENDSHIP BRACELET,NA,0,49.50,NA,NA,20+
2016-04-14T11:20:10.018,570168482,SUEDE PLATFORM WEDGES,5,2,137.50,NA,5,15
2016-04-14T11:20:10.018,570168482,SUEDE PLATFORM WEDGES,5,2,137.50,NA,5.5,8
2016-04-14T11:20:10.018,570168482,SUEDE PLATFORM WEDGES,5,2,137.50,NA,6,20+
2016-04-14T11:20:10.018,570168482,SUEDE PLATFORM WEDGES,5,2,137.50,NA,6.5,20+
2016-04-14T11:20:10.018,570168482,SUEDE PLATFORM WEDGES,5,2,137.50,NA,7,20+
2016-04-14T11:20:10.018,570168482,SUEDE PLATFORM WEDGES,5,2,137.50,NA,7.5,20+
2016-04-14T11:20:10.018,570168482,SUEDE PLATFORM WEDGES,5,2,137.50,NA,8,20+
2016-04-14T11:20:10.018,570168482,SUEDE PLATFORM WEDGES,5,2,137.50,NA,8.5,20+
2016-04-14T11:20:10.018,570168482,SUEDE PLATFORM WEDGES,5,2,137.50,NA,9,20+
2016-04-14T11:20:10.018,570168482,SUEDE PLATFORM WEDGES,5,2,137.50,NA,9.5,20+
2016-04-14T11:20:10.018,570168482,SUEDE PLATFORM WEDGES,5,2,137.50,NA,10,20+
2016-04-14T11:20:10.018,570168482,SUEDE PLATFORM WEDGES,5,2,137.50,NA,11,4
2016-04-14T11:20:10.018,570172968,JASPER LONG PENDANT NECKLACE,5,2,60.50,NA,NA,20+
2016-04-14T11:20:10.018,570178645,HAMMERED ROSE GOLDTONE FRIENDSHIP BRACELET,NA,0,49.50,NA,NA,20+
2016-04-14T11:20:10.018,570171920,PAVE STICK EARRINGS,NA,0,33.00,NA,NA,20+
2016-04-14T11:20:10.018,570172572,EMBOSSED LEATHER SADDLE CROSSBODY BAG,NA,0,129.80,NA,NA,20+
2016-04-14T11:20:10.018,570171475,REVERSIBLE OBI WRAP BELT,NA,0,59.40,NA,XS/S,20+
2016-04-14T11:20:10.018,570171475,REVERSIBLE OBI WRAP BELT,NA,0,59.40,NA,XL,20+
2016-04-14T11:20:10.018,570171475,REVERSIBLE OBI WRAP BELT,NA,0,59.40,NA,M/L,20+
2016-04-14T11:20:10.018,570172736,CONVERTIBLE INFINITY CHIFFON SCARF,5,3,52.80,NA,NA,20+
2016-04-14T11:20:10.018,570177666,WOODEN BEAD CHANDELIER EARRINGS,NA,0,33.00,NA,NA,20+
2016-04-14T11:20:10.018,570171841,SUEDE DOUBLE TASSEL NECKLACE,5,1,66.00,NA,NA,20+
2016-04-14T11:20:10.018,570177688,RED JASPER SHORT PENDANT NECKLACE,NA,0,38.50,NA,NA,20+
2016-04-14T11:20:10.018,570178191,PAVE DOUBLE TRIANGLE DROP EARRINGS,NA,0,33.00,NA,NA,20+
2016-04-14T11:20:10.018,570172685,DIAMOND-SHAPE SHELL PENDANT NECKLACE,NA,0,38.50,NA,NA,20+
2016-04-14T11:20:10.018,570172742,MIXED METAL CONVERTIBLE NECKLACE,4,2,71.50,NA,NA,20+
2016-04-14T11:20:10.018,570172692,TURNLOCK CLUTCH,NA,0,96.80,NA,NA,20+
2016-04-14T11:20:10.018,570171564,SLIDE WEDGE SANDALS,NA,0,137.50,NA,5,18
2016-04-14T11:20:10.018,570171564,SLIDE WEDGE SANDALS,NA,0,137.50,NA,5.5,12
2016-04-14T11:20:10.018,570171564,SLIDE WEDGE SANDALS,NA,0,137.50,NA,6,20+
2016-04-14T11:20:10.018,570171564,SLIDE WEDGE SANDALS,NA,0,137.50,NA,6.5,20+
