timeStamp,styleid,name,rating,ratingCount,price,priceNow,priceWas,size,inventory
2016-02-06 08:13:05.423,570156555,Striped Taffeta Midi Skirt,4.47,17,165.00,NA,NA,4,20+
2016-02-06 08:13:05.423,570156555,Striped Taffeta Midi Skirt,4.47,17,165.00,NA,NA,6,20+
2016-02-06 08:13:05.423,570156555,Striped Taffeta Midi Skirt,4.47,17,165.00,NA,NA,8,20+
2016-02-06 08:13:05.423,570156555,Striped Taffeta Midi Skirt,4.47,17,165.00,NA,NA,10,20+
2016-02-06 08:13:05.423,570156555,Striped Taffeta Midi Skirt,4.47,17,165.00,NA,NA,12,20+
2016-02-06 08:13:05.423,570156555,Striped Taffeta Midi Skirt,4.47,17,165.00,NA,NA,14,20+
2016-02-06 08:13:05.423,570156555,Striped Taffeta Midi Skirt,4.47,17,165.00,NA,NA,16,20+
2016-02-06 08:13:05.423,570147005,Sleeveless Cropped Shell,4.29,14,NA,21.99,74.80,S,20+
2016-02-06 08:13:05.423,570147005,Sleeveless Cropped Shell,4.29,14,NA,21.99,74.80,XL,20+
2016-02-06 08:13:05.423,570165570,Dolman Jetsetter Tee,0.0,0,48.40,NA,NA,XXS,20+
2016-02-06 08:13:05.423,570165570,Dolman Jetsetter Tee,0.0,0,48.40,NA,NA,XS,20+
2016-02-06 08:13:05.423,570165570,Dolman Jetsetter Tee,0.0,0,48.40,NA,NA,S,20+
2016-02-06 08:13:05.423,570165570,Dolman Jetsetter Tee,0.0,0,48.40,NA,NA,M,20+
2016-02-06 08:13:05.423,570165570,Dolman Jetsetter Tee,0.0,0,48.40,NA,NA,L,20+
2016-02-06 08:13:05.423,570165570,Dolman Jetsetter Tee,0.0,0,48.40,NA,NA,XL,20+
2016-02-06 08:13:05.423,570165352,Sleeveless Duster,4.0,1,NA,54.99,107.80,XXS,20+
2016-02-06 08:13:05.423,570165352,Sleeveless Duster,4.0,1,NA,54.99,107.80,XS,20+
2016-02-06 08:13:05.423,570165352,Sleeveless Duster,4.0,1,NA,54.99,107.80,S,20+
2016-02-06 08:13:05.423,570165352,Sleeveless Duster,4.0,1,NA,54.99,107.80,M,20+
2016-02-06 08:13:05.423,570165352,Sleeveless Duster,4.0,1,NA,54.99,107.80,L,20+
2016-02-06 08:13:05.423,570165352,Sleeveless Duster,4.0,1,NA,54.99,107.80,XL,20+
2016-02-06 08:13:05.423,570155116,Skinny Suede Belt,5.0,2,NA,21.99,48.40,XS,20+
2016-02-06 08:13:05.423,570155116,Skinny Suede Belt,5.0,2,NA,21.99,48.40,XXL,20+
2016-02-06 08:13:05.423,570155116,Skinny Suede Belt,5.0,2,NA,21.99,48.40,XXS,20+
2016-02-06 08:13:05.423,570155116,Skinny Suede Belt,5.0,2,NA,21.99,48.40,S,20+
2016-02-06 08:13:05.423,570155116,Skinny Suede Belt,5.0,2,NA,21.99,48.40,M,20+
2016-02-06 08:13:05.423,570155116,Skinny Suede Belt,5.0,2,NA,21.99,48.40,L,20+
2016-02-06 08:13:05.423,570155116,Skinny Suede Belt,5.0,2,NA,21.99,48.40,XL,20+
2016-02-06 08:13:05.423,570147728,Long Sleeve Windowpane Shirt,4.44,9,NA,54.99,107.80,8,20+
2016-02-06 08:13:05.423,570147728,Long Sleeve Windowpane Shirt,4.44,9,NA,54.99,107.80,10,20+
2016-02-06 08:13:05.423,570147728,Long Sleeve Windowpane Shirt,4.44,9,NA,54.99,107.80,12,20+
2016-02-06 08:13:05.423,570147728,Long Sleeve Windowpane Shirt,4.44,9,NA,54.99,107.80,14,20+
2016-02-06 08:13:05.423,570051339,Cubic Zirconia Drop Earrings,4.72,39,26.40,NA,NA,NA,20+
